IssuerDesc,SecurityCode,SecurityDesc,HoldingDirection,CustodianCode,CurrencyCode,Quantity,PriceLocal,PriceBook,UnderlierPriceBook,MktValLocal,MktValBook,AvgCostLocal,AvgCostBook,CostLocal,CostBook,DtdPnlTotal,MtdPnlTotal,YtdPnlTotal,NetExposure,BbergCode,BloombergMarketSectorCode,Cusip,Sedol,Isin,AccrualStartDate,FrequencyCode,Coupon,IssuedDate,Maturity,Strike,ContractSize,ExcerciseType,PutCall,Expiration,ExchangeCode,SecurityTypeCode,SectorDesc,GeographyRegionDesc,GicsSectorDesc
Newpark Resources Inc,NR,NEWPARK RESOURCES INC,S,GSCO-US,USD,-188304,10.5,10.5,0,-1977192,-1977192,8.2973,0,-1562421,-1562421,-78080.2125,-239290.6557,-437442.5031,-1977192,NR UN,Equity,651718504,2636878,US6517185046,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Energy,North America,Energy
Silver Standard Resources Inc,82823LAB2,SSOCN 2 7/8 02/01/33,L,GSCO-US,USD,286000,77.2,77.2,0,220792,220792,100,0,286000,286000,-1484.792,-34255.1102,-64062,220792,SSOCN 2.875 02/01/33 144A,Corp,82823LAB2,B8DMPY7,US82823LAB27,1/16/2013,SemiAnnual,2.875,1/16/2013,2/1/2033,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Materials,North America,Materials
Newpark Resources Inc,651718AC2,NR 4 10/01/17,L,GSCO-US,USD,2920000,125.02,125.02,10.5,3650584,3650584,108.5969,0,3171030,3171030,81617.676,260782.9976,520083.754,3650584,NR 4 10/01/17,Corp,651718AC2,B4N9QZ8,US651718AC25,10/4/2010,SemiAnnual,4,10/4/2010,10/1/2017,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Energy,North America,Energy
Starz - Liberty Capital,STRZA,STARZ - LIBERTY CAPITAL,L,JPM,USD,129948,23.38,23.38,0,3038184.24,3038184.24,13.051,0,1695963,1695963,-10395.84,159836.04,1342221.031,3038184.24,STRZA UW,Equity,85571Q102,B8DXDB3,US85571Q1022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNGS,Stock,Consumer Discretionary,North America,
Liberty Spinco Inc,LMCAD,LIBERTY MEDIA CORP,L,JPM,USD,149018,114.88,114.88,0,17119187.84,17119187.84,102.275,0,15240819,15240819,543915.7,484308.5,1875197.025,17119187.84,LMCA US,Equity,531229102,B7KYMP9,US5312291025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Stock,Consumer Discretionary,North America,
Exelon Corp,EXC,EXELON CORP,L,JPM,USD,678616,37.51,37.51,0,25454886.16,25454886.16,30.9525,0,21004918,21004918,-195195.771,2938560.726,7245683.995,25454886.16,EXC US,Equity,30161N101,2670519,US30161N1019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Utilities,North America,Utilities
Exelon Corp,EXC,EXELON CORP,L,MSCO,USD,84874,37.51,37.51,0,3183623.74,3183623.74,31.8561,0,2703755,2703755,-22915.98,257168.22,521881.8886,3183623.74,EXC US,Equity,30161N101,2670519,US30161N1019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Utilities,North America,Utilities
Exelon Corp,EXC,EXELON CORP,L,GSCO-US,USD,70728,37.51,37.51,0,2653007.28,2653007.28,31.646,0,2238258,2238258,-19096.56,214305.84,449759.152,2653007.28,EXC US,Equity,30161N101,2670519,US30161N1019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Utilities,North America,Utilities
Microsoft Corp,MSFT,MICROSOFT CORP,L,CSFB,USD,185380,33.1,33.1,0,6136078,6136078,30.8029,0,5710244,5710244,90836.2,420700.659,420700.659,6136078,MSFT US,Equity,594918104,2588173,US5949181045,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNGS,Stock,Information Technology,North America,Information Technology
Microsoft Corp,MSFT,MICROSOFT CORP,L,PERS,USD,99820,33.1,33.1,0,3304042,3304042,29.9066,0,2985286,2985286,48911.8,316802.316,316802.316,3304042,MSFT US,Equity,594918104,2588173,US5949181045,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNGS,Stock,Information Technology,North America,Information Technology
Microsoft Corp,MSFT,MICROSOFT CORP,L,GSCO-US,USD,642646,33.1,33.1,0,21271582.6,21271582.6,27.8682,0,17909446,17909446,314896.54,2888693.77,3490666.156,21271582.6,MSFT US,Equity,594918104,2588173,US5949181045,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNGS,Stock,Information Technology,North America,Information Technology
DTE Energy Co,DTE,DTE ENERGY COMPANY,S,JPM,USD,-2440.857094,72.88,72.88,0,-177889.665,-177889.665,64.9034,0,-1222326,-1222326,-654.0766639,-5861.155393,-6705.387451,-177889.665,DTE UN,Equity,233331107,2280220,US2333311072,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Utilities,North America,Utilities
DTE Energy Co,DTE,DTE ENERGY COMPANY,S,JPM,USD,-16392.14291,72.88,72.88,0,-1194659.375,-1194659.375,64.9034,0,-1222326,-1222326,-12340.69334,-85045.04202,-195059.9549,-1194659.375,DTE UN,Equity,233331107,2280220,US2333311072,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Utilities,North America,Utilities
Consolidated Edison Inc,ED,CONSOLIDATED EDISON INC,S,JPM,USD,-2694.273024,63.65,63.65,0,-171490.478,-171490.478,57.8223,0,-1241620,-1241620,-23.43444848,-3382.203369,-6564.009782,-171490.478,ED UN,Equity,209115104,2216850,US2091151041,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Utilities,North America,Utilities
Consolidated Edison Inc,ED,CONSOLIDATED EDISON INC,S,JPM,USD,-18778.72698,63.65,63.65,0,-1195265.972,-1195265.972,57.8223,0,-1241620,-1241620,-406.0255515,-52218.46448,-153212.3135,-1195265.972,ED UN,Equity,209115104,2216850,US2091151041,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Utilities,North America,Utilities
Xcel Energy Inc,XEL,XCEL ENERGY INC,S,JPM,USD,-37557.73702,31.79,31.79,0,-1193960.46,-1193960.46,28.2553,0,-1232298,-1232298,-8580.536436,-86564.96352,-189758.0334,-1193960.46,XEL UN,Equity,98389B100,2614807,US98389B1008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Utilities,North America,Utilities
Xcel Energy Inc,XEL,XCEL ENERGY INC,S,JPM,USD,-6055.262985,31.79,31.79,0,-192496.8103,-192496.8103,28.2553,0,-1232298,-1232298,-578.1935639,-5431.934892,-7086.913858,-192496.8103,XEL UN,Equity,98389B100,2614807,US98389B1008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Utilities,North America,Utilities
PG&E Corp,PCG,P G & E CORP,S,JPM,USD,-4318.832702,48.44,48.44,0,-209204.2561,-209204.2561,43.1235,0,-1250669,-1250669,-204.9017042,-4575.611794,-4146.180824,-209204.2561,PCG UN,Equity,69331C108,2689560,US69331C1080,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Utilities,North America,Utilities
Southern Co/The,SO,SOUTHERN CO/THE,S,JPM,USD,-24711.88345,48.23,48.23,0,-1191854.139,-1191854.139,44.7183,0,-1162768,-1162768,-2408.127332,-31637.32051,-112649.53,-1191854.139,SO UN,Equity,842587107,2829601,US8425871071,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Utilities,North America,Utilities
PG&E Corp,PCG,P G & E CORP,S,JPM,USD,-24683.1673,48.44,48.44,0,-1195652.624,-1195652.624,43.1235,0,-1250669,-1250669,-2405.278296,-110686.7328,-193455.2175,-1195652.624,PCG UN,Equity,69331C108,2689560,US69331C1080,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Utilities,North America,Utilities
Southern Co/The,SO,SOUTHERN CO/THE,L,JPM,USD,-1290.11655,48.23,48.23,0,-62222.32121,-62222.32121,44.7183,0,-1162768,-1162768,67.9473315,-147.1023234,92.1404914,-62222.32121,SO UN,Equity,842587107,2829601,US8425871071,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Utilities,North America,Utilities
Exelon Corp,EXC 01/18/14 C40,EXC US 01/18/14 C40,S,GSCO-US,USD,-11374,0.75,0.75,37.51,-853050,-853050,0.1497,0,-170290,-170290,113740,-540265,-694566.61,-11826425.87,EXC 01/18/14 C40,Equity,,,,NULL,NULL,NULL,NULL,NULL,40,100,American,C,1/18/2014,NYSE AMEX,Option,Utilities,North America,Utilities
Exelon Corp,EXC 01/18/14 C35,EXC US 01/18/14 C35,L,GSCO-US,USD,11374,3.1,3.1,37.51,3525940,3525940,0.7496,0,852616,852616,-284350,1905145,2661521.58,29604462.17,EXC 01/18/14 C35,Equity,,,,NULL,NULL,NULL,NULL,NULL,35,100,American,C,1/18/2014,NYSE AMEX,Option,Utilities,North America,Utilities
Marriott International Inc/DE,MAR,MARRIOTT INTERNATIONAL -CL A,S,JPM,USD,-21212,43.06,43.06,0,-913388.72,-913388.72,41.5024,0,-880349,-880349,-30545.28,-12509.4165,-55093.77222,-913388.72,MAR UN,Equity,571903202,2210614,US5719032022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Consumer Discretionary,North America,Consumer Discretionary
Starwood Hotels & Resorts Worldwide Inc,HOT,STARWOOD HOTELS & RESORTS,S,JPM,USD,-14141,64.52,64.52,0,-912377.32,-912377.32,62.3116,0,-881148,-881148,-29130.46,-8066.442775,-35100.16534,-912377.32,HOT UN,Equity,85590A401,B12GHV2,US85590A4013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Consumer Discretionary,North America,Consumer Discretionary
Wyndham Worldwide Corp,WYN,WYNDHAM WORLDWIDE CORP,S,JPM,USD,-14164,60.08,60.08,0,-850973.12,-850973.12,63.815,0,-903876,-903876,5665.6,58778.27717,-69055.39307,-850973.12,WYN UN,Equity,98310W108,B198391,US98310W1080,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Consumer Discretionary,North America,Consumer Discretionary
Hyatt Hotels Corp,H,HYATT HOTELS CORP - CL A,S,JPM,USD,-15604,42.68,42.68,0,-665978.72,-665978.72,41.3825,0,-645734,-645734,-24654.32,9421.950899,-44353.18862,-665978.72,H US,Equity,448579102,B5B82X4,US4485791028,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Consumer Discretionary,North America,Consumer Discretionary
Hyatt Hotels Corp,H,HYATT HOTELS CORP - CL A,S,GSCO-US,USD,-5658,42.68,42.68,0,-241483.44,-241483.44,41.5874,0,-235302,-235302,-8939.64,-495.3282009,-9012.443077,-241483.44,H US,Equity,448579102,B5B82X4,US4485791028,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Consumer Discretionary,North America,Consumer Discretionary
Exelon Corp,EXC 7 P30,EXC US 07/20/13 P30,L,GSCO-US,USD,2860,0.05,0.05,37.51,14300,14300,1.3875,0,396825,396825,0,-42900,-391212.82,-502063.848,EXC 07/20/13 P30,Equity,,,,NULL,NULL,NULL,NULL,NULL,30,100,American,P,7/20/2013,NYSE AMEX,Option,Utilities,North America,Utilities
iShares MSCI Canada Index Fund,EWC,ISHARES MSCI CANADA,S,CSFB,USD,-192160.5153,28.02,28.02,0,-5384337.639,-5384337.639,28.8336,0,-11602156,-11602156,-76917.5236,77344.26878,171020.7463,-5384337.639,EWC US,Equity,464286509,2373681,US4642865095,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Indices/ETFs/Custom Baskets,North America,
iShares MSCI Canada Index Fund,EWC,ISHARES MSCI CANADA,S,CSFB,USD,-207445.3134,28.02,28.02,0,-5812617.681,-5812617.681,28.8336,0,-11602156,-11602156,-82420.7426,114517.9795,143532.6737,-5812617.681,EWC US,Equity,464286509,2373681,US4642865095,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Indices/ETFs/Custom Baskets,North America,
iShares MSCI Canada Index Fund,EWC,ISHARES MSCI CANADA,S,JPM,USD,-364.026724,28.02,28.02,0,-10200.02881,-10200.02881,27.7257,0,-1462337,-1462337,-211.6800496,718.4946483,576.7740743,-10200.02881,EWC US,Equity,464286509,2373681,US4642865095,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Indices/ETFs/Custom Baskets,North America,
iShares MSCI Canada Index Fund,EWC,ISHARES MSCI CANADA,S,CSFB,USD,-2777.171297,28.02,28.02,0,-77816.33974,-77816.33974,28.8336,0,-11602156,-11602156,-1614.933799,7135.8007,4390.266592,-77816.33974,EWC US,Equity,464286509,2373681,US4642865095,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Indices/ETFs/Custom Baskets,North America,
iShares MSCI Canada Index Fund,EWC,ISHARES MSCI CANADA,S,JPM,USD,-27191.22366,28.02,28.02,0,-761898.0869,-761898.0869,27.7257,0,-1462337,-1462337,-10803.43162,-1004.608429,-6221.114882,-761898.0869,EWC US,Equity,464286509,2373681,US4642865095,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Indices/ETFs/Custom Baskets,North America,
iShares MSCI Canada Index Fund,EWC,ISHARES MSCI CANADA,S,JPM,USD,-25187.74962,28.02,28.02,0,-705760.7443,-705760.7443,27.7257,0,-1462337,-1462337,-10082.08833,-3576.866151,-7081.20832,-705760.7443,EWC US,Equity,464286509,2373681,US4642865095,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Indices/ETFs/Custom Baskets,North America,
Talisman Energy Inc,TLM CN,TALISMAN ENERGY INC,L,JPM,CAD,325796,12.08,11.991212,0,3935615.68,3906706.055,12.3916,0,4037163,4007507.445,59786.17237,-38912.36049,-104539.0988,3906688.905,TLM CT,Equity,8.74E+107,2068299,CA87425E1034,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XTSE,Stock,Energy,North America,Energy
Paramount Resources Ltd,POU CN,PARAMOUNT RESOURCES LTD -A,L,JPM,CAD,84828,36.05,35.785032,0,3058049.4,3035586.063,35.3903,0,3002094,2980041.691,88583.59004,-90763.2455,70220.9008,3035572.694,POU CT,Equity,699320206,B073FP1,CA6993202069,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XTSE,Stock,Energy,North America,Energy
Talisman Energy Inc,TLM CN,TALISMAN ENERGY INC,L,GSCO-US,CAD,693327,12.08,11.991212,0,8375390.16,8313867.54,12.4457,0,8628995,8565609.49,127231.0511,-81865.72426,-306712.8198,8313831.042,TLM CT,Equity,8.74E+107,2068299,CA87425E1034,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XTSE,Stock,Energy,North America,Energy
Paramount Resources Ltd,POU CN,PARAMOUNT RESOURCES LTD -A,L,GSCO-US,CAD,56562,36.05,35.785032,0,2039060.1,2024081.894,34.1943,0,1934102,1919894.779,59066.16943,-60519.53002,88846.68899,2024072.98,POU CT,Equity,699320206,B073FP1,CA6993202069,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XTSE,Stock,Energy,North America,Energy
iShares S&P/TSX Capped Energy Fund,XEG CN,ISHARES S&P/TSX CAPPED ENERG,S,CSFB,CAD,-189473.3487,15.45,15.336442,0,-2927363.237,-2905859.874,15.9415,0,-2954124,-2932424.062,-54275.36873,21525.24739,78803.50333,-2905847.023,XEG CT,Equity,46428C100,2743604,CA46428C1005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XTSE,Stock,Indices/ETFs/Custom Baskets,North America,
iShares S&P/TSX Capped Energy Fund,XEG CN,ISHARES S&P/TSX CAPPED ENERG,L,CSFB,CAD,4163.348681,15.45,15.336442,0,64323.73712,63851.23796,15.9415,0,-2954124,-2932424.062,1447.193933,6737.455242,4794.343749,63850.95557,XEG CT,Equity,46428C100,2743604,CA46428C1005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XTSE,Stock,Indices/ETFs/Custom Baskets,North America,
iShares S&P/TSX Capped Energy Fund,XEG CN,ISHARES S&P/TSX CAPPED ENERG,S,JPM,CAD,-313268.5241,15.45,15.336442,0,-4839998.697,-4804445.798,15.9965,0,-4901090,-4865088.346,-89736.97506,82410.90557,143876.2265,-4804424.55,XEG CT,Equity,46428C100,2743604,CA46428C1005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XTSE,Stock,Indices/ETFs/Custom Baskets,North America,
iShares S&P/TSX Capped Energy Fund,XEG CN,ISHARES S&P/TSX CAPPED ENERG,L,JPM,CAD,6883.524076,15.45,15.336442,0,106350.447,105569.2346,15.9965,0,-4901090,-4865088.346,2392.739265,11391.64816,8338.864654,105568.7677,XEG CT,Equity,46428C100,2743604,CA46428C1005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XTSE,Stock,Indices/ETFs/Custom Baskets,North America,
Talos Production LLC / Talos Production Finance Inc,87484JAA8,TALPRO 9 3/4 02/15/18,L,JPM,USD,3817000,98.75,98.75,0,3769287.5,3769287.5,99.025,0,3779784,3779784,-8508.5,23856,154400.5,3769287.5,TALPRO 9.75 02/15/18 144A,Corp,87484JAA8,B80G7J1,US87484JAA88,2/6/2013,SemiAnnual,9.75,2/6/2013,2/15/2018,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Energy,North America,
Industrial Select Sector SPDR Fund,XLI 6 P38,XLI US 06/22/13 P38,L,GSCO-US,USD,5657,0.205,0.205,41.45,115968.5,115968.5,0.8092,0,457783,457783,-2828.5,-73541,-347684.57,-3041239.971,XLI 06/22/13 P38,Equity,,,,NULL,NULL,NULL,NULL,NULL,38,100,American,P,6/22/2013,NYSE AMEX,Option,Industrials,North America,
SPDR S&P 500 ETF Trust,SPY 6 P140,SPY US 06/22/13 P140,L,GSCO-US,USD,1272,0.27,0.27,159.68,34344,34344,2.2958,0,292034,292034,-4452,-59784,-258374.2324,-1003378.022,SPY 06/22/13 P140,Equity,,,,NULL,NULL,NULL,NULL,NULL,140,100,American,P,6/22/2013,NYSE AMEX,Option,Indices/ETFs/Custom Baskets,North America,
Health Management Associates Inc,HMA,HEALTH MGMT ASSOCIATES INC-A,S,GSCO-US,USD,-252888,11.49,11.49,0,-2905683.12,-2905683.12,12.3584,0,-3125311,-3125311,15173.28,541743.086,158093.4066,-2905683.12,HMA UN,Equity,421933102,2417987,US4219331026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Health Care,North America,Health Care
Health Management Associates Inc,421933AJ1,HMA 3.75% senior sub converts 5/1/2028,L,GSCO-US,USD,4032000,120.35,120.35,11.49,4852512,4852512,121.9683,0,4917764,4917764,-30630.432,-415642.308,-42778.86,4852512,HMA 3.75 05/01/28 144A,Corp,421933AJ1,B39F3P2,US421933AJ17,5/21/2008,SemiAnnual,3.75,5/21/2008,5/1/2028,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Health Care,North America,Health Care
SPGB,SPAIN CDS 5YR 09/2018,SPAIN CDS USD SR 5Y,S,JPMI,USD,-7073000,93.09603,93.09603,0,488317.7981,488317.7981,-9.7066,0,686553,686553,-26392.9774,-202137.3602,-214307.6783,-6584682.202,NULL,NULL,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Other,Developed Europe,
Market Vectors Gold Miners ETF,GDX 6 P40,GDX June 40 Put,L,GSCO-US,USD,1415,9.7,9.7,30.36,1372550,1372550,1.53,0,216495,216495,-60137.5,919750,1151756.65,-4131835.092,GDX 06/22/13 P40,Equity,,,,NULL,NULL,NULL,NULL,NULL,40,100,American,P,6/22/2013,NYSE AMEX,Option,Materials,North America,
Nortek Inc,656559BQ3,NTK 8 1/2 04/15/21,L,CSFB,USD,4239000,112.23,112.23,0,4757429.7,4757429.7,111.4168,0,4722960,4722960,31945.7,60833.1174,100228.7,4757429.7,NTK 8.5 04/15/21,Corp,656559BQ3,B79M0F0,US656559BQ37,10/15/2011,SemiAnnual,8.5,1/31/2012,4/15/2021,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Industrials,North America,Industrials
Industrial Select Sector SPDR Fund,XLI 6 P39,XLI US 06/22/13 P39,L,GSCO-US,USD,2830,0.335,0.335,41.45,94805,94805,1.0015,0,283425,283425,1415,-35375,-194386.2,-2385953.19,XLI 06/22/13 P39,Equity,,,,NULL,NULL,NULL,NULL,NULL,39,100,American,P,6/22/2013,NYSE AMEX,Option,Industrials,North America,
NII International Telecom Sarl,62914QAA5,NIHD 11 3/8 08/15/19,L,JPM,USD,9344000,116,116,0,10839040,10839040,101.8409,0,9516020,9516020,14632,1035490,1608529.5,10839040,NIHD 11.375 08/15/19 144A,Corp,62914QAA5,B9CT063,US62914QAA58,2/19/2013,SemiAnnual,11.375,2/19/2013,8/15/2019,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Telecommunication Services,Developed Europe,
NII International Telecom Sarl,62914QAA5,NIHD 11 3/8 08/15/19,L,PERS,USD,1141000,116,116,0,1323560,1323560,112.125,0,1279346,1279346,1787.25,46740.75,46740.75,1323560,NIHD 11.375 08/15/19 144A,Corp,62914QAA5,B9CT063,US62914QAA58,2/19/2013,SemiAnnual,11.375,2/19/2013,8/15/2019,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Telecommunication Services,Developed Europe,
NII International Telecom Sarl,62914QAA5,NIHD 11 3/8 08/15/19,L,MSCO,USD,3709000,116,116,0,4302440,4302440,112.0143,0,4154614,4154614,5808.25,160942.25,160942.25,4302440,NIHD 11.375 08/15/19 144A,Corp,62914QAA5,B9CT063,US62914QAA58,2/19/2013,SemiAnnual,11.375,2/19/2013,8/15/2019,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Telecommunication Services,Developed Europe,
Comtech Telecommunications Corp,CMTL 07/20/13 C30,CMTL US 07/20/13 C30,S,GSCO-US,USD,-171,0.025,0.025,24.61,-427.5,-427.5,0.579,0,-9902,-9902,0,416.9,10859.298,-19400.3091,CMTL 07/20/13 C30,Equity,,,,NULL,NULL,NULL,NULL,NULL,30,100,American,C,7/20/2013,CHICAGO,Option,Information Technology,North America,Information Technology
GenCorp Inc,GY 05/18/13 C15,GY US 05/18/13 C15,S,GSCO-US,USD,-476,0.05,0.05,13.07,-2380,-2380,0.1827,0,-8697,-8697,-1190,5950,6109.7748,-83054.622,GY 05/18/13 C15,Equity,,,,NULL,NULL,NULL,NULL,NULL,15,100,American,C,5/18/2013,CHICAGO,Option,Industrials,North America,Industrials
SPDR S&P 500 ETF Trust,SPY 6 P145,SPY US 06/22/13 P145,L,GSCO-US,USD,368,0.475,0.475,159.68,17480,17480,3.0075,0,110677,110677,-1656,-27232,-93395.0108,-528272.5376,SPY 06/22/13 P145,Equity,,,,NULL,NULL,NULL,NULL,NULL,145,100,American,P,6/22/2013,NYSE AMEX,Option,Indices/ETFs/Custom Baskets,North America,
GenCorp Inc,GY 05/18/13 P10,GY US 05/18/13 P10,S,GSCO-US,USD,-8,0.075,0.075,13.07,-60,-60,0.4,0,-320,-320,0,20,256.51,1023.6424,GY 05/18/13 P10,Equity,,,,NULL,NULL,NULL,NULL,NULL,10,100,American,P,5/18/2013,CHICAGO,Option,Industrials,North America,Industrials
FRTR,FR CDS 25 09/2018,FRTR CDS 25 09/2018,S,JPMI,USD,-5658000.002,97.15913,97.15913,0,160736.4246,160736.4246,-3.7917,0,750880,750880,1918.80523,-27763.57534,157818.7104,-5497263.577,NULL,NULL,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Other,Developed Europe,
FRTR,FR CDS 25 09/2018,FRTR CDS 25 09/2018,S,JPMI,USD,-14145000,97.15913,97.15913,0,401841.0615,401841.0615,-3.7917,0,750880,750880,4797.01307,-69408.93836,394546.7757,-13743158.94,NULL,NULL,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Other,Developed Europe,
JGB,JAPAN CDS 100 9/2018,JAPAN CDS 100 9/2018,S,JPMI,USD,-55167000,101.48432,101.48432,0,-818854.8144,-818854.8144,0.7461,0,-411632,-411632,-73348.4006,-233594.0004,-923030.8144,-55985854.81,JAPAN CDS 100 9/2018,Equity,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Other,Japan,
SunPower Corp,SPWR 01/17/15 C25,SPWR US 01/17/15 C25,S,GSCO-US,USD,-200,1.555,1.555,10.78,-31100,-31100,1.1252,0,-22504,-22504,1600,-10879.71,-8683.6461,-70026.88,SPWR 01/17/15 C25,Equity,,,,NULL,NULL,NULL,NULL,NULL,25,100,American,C,1/17/2015,NYSE AMEX,Option,Industrials,North America,Information Technology
SunPower Corp,SPWR 01/17/15 C22,SPWR US 01/17/15 C22,S,GSCO-US,USD,-431,1.98,1.98,10.78,-85338,-85338,1.5319,0,-66028,-66028,1293,-24309.7966,-19499.6866,-180875.7874,SPWR 01/17/15 C22,Equity,,,,NULL,NULL,NULL,NULL,NULL,22,100,American,C,1/17/2015,NYSE AMEX,Option,Industrials,North America,Information Technology
Hess Corp,HES,HESS CORP,L,CSFB,USD,88411,72.18,72.18,0,6381505.98,6381505.98,71.8216,0,6349822,6349822,29095.7546,29095.7546,29095.7546,6381505.98,HES US,Equity,42809H107,2023748,US42809H1077,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Energy,North America,Energy
Ixia,XXIA,IXIA,S,GSCO-US,USD,-108386,16.47,16.47,0,-1785117.42,-1785117.42,21.4345,0,-2323201,-2323201,-34683.52,662190.7414,604975.2675,-1785117.42,XXIA US,Equity,45071R109,2654245,US45071R1095,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNGS,Stock,Information Technology,North America,Information Technology
Ixia,45071RAB5,XXIA 3 12/15/15,L,GSCO-US,USD,3523000,116.28,116.28,16.47,4096544.4,4096544.4,130.1252,0,4584311,4584311,54525.3005,-548410.0916,-472310.608,4096544.4,XXIA 3 12/15/15,Corp,45071RAB5,B62LB09,US45071RAB50,12/7/2010,SemiAnnual,3,12/7/2010,12/15/2015,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Information Technology,North America,Information Technology
Marriott International Inc/DE,MAR 7 P38,MAR US 07/20/13 P38,L,GSCO-US,USD,564,0.45,0.45,43.06,25380,25380,1.6943,0,95559,95559,-11280,-16920,-71891.78,-368416.1928,MAR 07/20/13 P38,Equity,,,,NULL,NULL,NULL,NULL,NULL,38,100,American,P,7/20/2013,NYSE AMEX,Option,Consumer Discretionary,North America,Consumer Discretionary
